"","logFC","logCPM","F","PValue"
"TPRG1L",0.0577756506933277,6.02563454298277,0.372448130463927,0.551418670775598
"WRAP73",0.0401966577869535,3.4703880429479,0.0539954316592944,0.819602483648354
"TP73-AS1",0.0274269832983838,3.97819343990973,0.0339506888862455,0.856445140553649
"LRRC47",0.146778185673066,5.49690677967443,2.02945133150879,0.176111997903048
"CEP104",0.0247775616574351,5.61674421053384,0.0589714345319585,0.81163895425993
"DFFB",0.312423407298126,2.90839695830042,3.35835265255439,0.0881433564306818
"C1orf174",0.0678492634854557,4.01238387232307,0.271243630533184,0.610610380789365
"AJAP1",-0.962531571179024,0.4836911877224,6.08350147862102,0.0271174886466523
"NPHP4",0.332390877156191,3.32506682043514,4.47588955185845,0.0527180788729712
"KCNAB2",-0.0172221693872245,1.66466977005575,0.00570157597202109,0.940874704982551
"RPL22",0.224205355525873,8.58695018894817,6.40056753450201,0.0239859482738936
"RNF207",0.369649920987946,4.51432204571998,5.652429521048,0.0321732755834995
"ICMT",-0.0222650585925438,6.8805963952142,0.0671102745645481,0.799349135935849
"GPR153",0.217115113360554,6.12737670521663,4.24765866864389,0.0583216108364773
"ACOT7",0.189359956671337,5.96057104628726,2.01173072790909,0.177889480290126
"HES2",0.0158664482621851,8.63719986636967,0.0349560490911897,0.8543611239131
"ESPN",-0.425767311734463,5.51582534461623,8.9845498456939,0.00957037082771398
"TNFRSF25",0.0385884378869355,4.16901002648253,0.0502238913586162,0.825900773478975
"PLEKHG5",0.0678883796796513,6.56246879497678,0.263486244598061,0.615712596247879
"NOL9",-0.094755818672451,4.62457437407864,0.566734975932501,0.463988949479454
"ZBTB48",0.0761215959519824,3.77087216819827,0.233513220439359,0.636375702750459
"KLHL21",0.0543789289746655,5.53837336489685,0.224398797551292,0.642986279286697
"PHF13",-0.0513774679803747,4.1685962523918,0.141069522602198,0.712830708801286
"THAP3",0.286641268419619,3.00892219043335,2.41132413346147,0.142694034104668
"DNAJC11",0.207570721064814,6.47075612866499,4.85404016620942,0.0447699336577999
"CAMTA1",0.00702340787960967,4.328537979667,0.00299564146982627,0.957122405240698
"VAMP3",-0.0663874755336107,7.09987398533522,0.584463276239237,0.45721881225523
"PER3",-0.535356023707763,3.38675063807845,12.9562662613553,0.00288715790982461
"PARK7",0.0728559228653468,7.30946204874846,0.737908094462245,0.404752021740122
"ERRFI1",0.353333662907387,7.44530856285483,14.1747218470893,0.00207927693216735
"RERE",-0.0217575717518323,6.54293711712424,0.047554244321715,0.830511034405854
"ENO1",0.20540184042022,11.3109636174046,5.20017317289258,0.0387052648279116
"SLC2A5",-0.698326487812757,0.420246135798377,3.99967226435428,0.065229046838433
"GPR157",0.249026013771583,2.6317495235226,0.810770219895383,0.383069536637494
"H6PD",-0.143746557450081,5.21564080139281,1.96155028767256,0.18304745443137
"SPSB1",-0.136047868506264,5.90915517341155,2.20723945158172,0.159458337579303
"SLC25A33",0.319065275989254,0.91084706104515,1.12367178760977,0.307015586618304
"TMEM201",0.0901189260623962,2.53522148062813,0.200067929536594,0.661485344016714
"PIK3CD",0.264891814099285,4.92079256340347,6.08322424834038,0.0271204281061543
"CLSTN1",-0.0401035819603758,9.49596154933911,0.216028589916173,0.649204975836551
"CTNNBIP1",-0.18447516160026,5.03793208612691,2.83894618942104,0.114081281602433
"LZIC",-0.084820348644576,4.95344773963281,0.449820572051095,0.513296654809135
"NMNAT1",0.171206441381352,5.24251424248827,2.81011599651711,0.115775294724086
"RBP7",0.542716473950701,0.111934831816198,1.44593049930172,0.249059134173463
"UBE4B",-0.160719538403929,6.44524405048232,3.33954392342476,0.0889495287916537
